slf_file,obs_file,test_file,slf_condition,slf_pair_pat,slf_order_pat,slf_reward_left,slf_reward_right,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,SlfSkip.thisRepN,SlfSkip.thisTrialN,SlfSkip.thisN,SlfSkip.thisIndex,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,SLF_FIX1.started,SLF_IMG_LEFT.started,SLF_IMG_RIGHT.started,SLF_IMG_RESP.started,SLF_IMG_RESP.keys,SLF_IMG_RESP.corr,SLF_IMG_RESP.rt,SLF_FIX2.started,SLF_IMGFB_FRAME.started,SLF_IMGFB_IMG_LEFT.started,SLF_IMGFB_IMG_RIGHT.started,SLF_FIX2.stopped,SLF_IMGFB_FRAME.stopped,SLF_IMGFB_IMG_LEFT.stopped,SLF_IMGFB_IMG_RIGHT.stopped,SLF_CONF_LOW_BOX.started,SLF_CONF_LOW_TEXT.started,SLF_CONF_HIGH_BOX.started,SLF_CONF_HIGH_TEXT.started,SLF_CONF_RESP.started,SLF_CONF_LOW_BOX.stopped,SLF_CONF_LOW_TEXT.stopped,SLF_CONF_HIGH_BOX.stopped,SLF_CONF_HIGH_TEXT.stopped,SLF_CONF_RESP.stopped,SLF_CONF_RESP.keys,SLF_CONFFB_FRAME.started,SLF_CONFFB_CONF_LOW_BOX.started,SLF_CONFFB_CONF_LOW_TEXT.started,SLF_CONFFB_CONF_HIGH_BOX.started,SLF_CONFFB_CONF_HIGH_TEXT.started,SLF_CONFFB_FRAME.stopped,SLF_CONFFB_CONF_LOW_BOX.stopped,SLF_CONFFB_CONF_LOW_TEXT.stopped,SLF_CONFFB_CONF_HIGH_BOX.stopped,SLF_CONFFB_CONF_HIGH_TEXT.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,16.543378291011322,16.543378291011322,space,0.4294498749950435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testf,2023-06-23_14h39.00.116,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,1,1,30,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,20.020108875003643,22.044035875005648,22.501177041005576,22.501177041005576,22.501177041005576,left,0,0.19241541699739173,22.728354791004676,22.728354791004676,22.728354791004676,22.728354791004676,23.22455866599921,23.22455866599921,23.22455866599921,23.22455866599921,23.22455866599921,23.22455866599921,23.22455866599921,23.22455866599921,23.22455866599921,23.72314791599638,23.72314791599638,23.72314791599638,23.72314791599638,23.72314791599638,None,23.72314791599638,23.72314791599638,23.72314791599638,23.72314791599638,23.72314791599638,,,,,,testf,2023-06-23_14h39.00.116,Pattern_1,2022.2.4,None,
