slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,1,2,33,38,1.0,0.0,0.0,0.0,'left',2.281728982925415,2.281728982925415,0.0,0.0
0,2,2,1,61,41,1.0,0.0,0.0,0.0,'left',2.1348652839660645,2.1348652839660645,0.0,1.0
0,3,1,2,51,24,1.0,0.0,0.0,0.0,'left',1.698949933052063,1.698949933052063,0.0,2.0
0,2,1,1,32,49,1.0,0.0,0.0,0.0,'right',2.5998356342315674,2.5998356342315674,0.0,3.0
0,1,2,2,44,27,1.0,0.0,0.0,0.0,'left',1.8166944980621338,1.8166944980621338,0.0,4.0
0,3,2,2,25,63,1.0,0.0,0.0,0.0,'right',0.9633971452713013,0.9633971452713013,0.0,5.0
0,1,1,1,19,45,1.0,0.0,0.0,0.0,'left',1.598031997680664,1.598031997680664,0.0,6.0
0,3,1,2,47,24,1.0,0.0,0.0,0.0,'left',1.168450117111206,1.168450117111206,0.0,7.0
0,2,2,1,50,45,1.0,0.0,0.0,0.0,'left',1.1841552257537842,1.1841552257537842,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,1,2,44,27,1.0,0.0,0.0,0.0,'right',2.096799612045288,2.096799612045288,0.0,0.0
0,3,2,2,25,63,1.0,0.0,0.0,0.0,'left',1.240149974822998,1.240149974822998,0.0,1.0
0,1,2,1,19,45,1.0,0.0,0.0,0.0,'left',0.9074649810791016,0.9074649810791016,0.0,2.0
0,3,1,2,47,24,1.0,0.0,0.0,0.0,'right',1.3717472553253174,1.3717472553253174,0.0,3.0
0,1,1,1,50,45,1.0,0.0,0.0,0.0,'left',1.8529036045074463,1.8529036045074463,0.0,4.0
0,2,2,2,40,49,1.0,0.0,0.0,0.0,'left',1.8136417865753174,1.8136417865753174,0.0,5.0
0,3,2,2,36,50,1.0,0.0,0.0,0.0,'right',2.8071272373199463,2.8071272373199463,0.0,6.0
0,2,1,1,40,29,1.0,0.0,0.0,0.0,'right',1.6937131881713867,1.6937131881713867,0.0,7.0
0,1,2,1,49,31,1.0,0.0,0.0,0.0,'left',2.953145742416382,2.953145742416382,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,2,1,50,45,1.0,0.0,0.0,0.0,'left',1.9912034273147583,1.9912034273147583,0.0,0.0
0,2,1,2,40,49,1.0,0.0,0.0,0.0,'right',1.822663426399231,1.822663426399231,0.0,1.0
0,3,2,2,36,50,1.0,0.0,0.0,0.0,'left',0.7342087626457214,0.7342087626457214,0.0,2.0
0,2,2,1,40,29,1.0,0.0,0.0,0.0,'left',1.1875803470611572,1.1875803470611572,0.0,3.0
0,1,1,1,49,31,1.0,0.0,0.0,0.0,'right',0.9483951926231384,0.9483951926231384,0.0,4.0
0,3,1,1,41,38,1.0,0.0,0.0,0.0,'left',0.8889906406402588,0.8889906406402588,0.0,5.0
0,1,2,2,52,42,1.0,0.0,0.0,0.0,'right',0.8687270283699036,0.8687270283699036,0.0,6.0
0,3,2,1,39,53,1.0,0.0,0.0,0.0,'right',0.9915846586227417,0.9915846586227417,0.0,7.0
0,2,1,1,39,60,1.0,0.0,0.0,0.0,'right',0.8698453307151794,0.8698453307151794,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,2,1,49,31,1.0,0.0,0.0,0.0,'left',1.9865256547927856,1.9865256547927856,0.0,0.0
0,3,1,1,41,38,1.0,0.0,0.0,0.0,'left',1.0628968477249146,1.0628968477249146,0.0,1.0
0,1,1,2,52,42,1.0,0.0,0.0,0.0,'right',1.5981659889221191,1.5981659889221191,0.0,2.0
0,3,2,1,39,53,1.0,0.0,0.0,0.0,'right',0.9631056785583496,0.9631056785583496,0.0,3.0
0,1,2,1,39,60,1.0,0.0,0.0,0.0,'left',4.2248735427856445,4.2248735427856445,0.0,4.0
0,2,1,2,31,32,1.0,0.0,0.0,0.0,'right',0.9613872170448303,0.9613872170448303,0.0,5.0
0,3,1,2,48,26,1.0,0.0,0.0,0.0,'left',2.7885279655456543,2.7885279655456543,0.0,6.0
0,2,2,2,45,51,1.0,0.0,0.0,0.0,'left',0.9416580200195312,0.9416580200195312,0.0,7.0
0,1,1,1,27,48,1.0,0.0,0.0,0.0,'right',1.116441249847412,1.116441249847412,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
