slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,2,2,27,32,1.0,0.0,0.0,0.0,'left',0.9260048270225525,0.9260048270225525,0.0,0.0
0,2,1,1,47,63,1.0,0.0,0.0,0.0,'right',0.7303328514099121,0.7303328514099121,0.0,1.0
0,3,2,1,29,51,1.0,0.0,0.0,0.0,'right',0.7412042617797852,0.7412042617797852,0.0,2.0
0,2,2,2,58,55,1.0,0.0,0.0,0.0,'left',2.104858160018921,2.104858160018921,0.0,3.0
0,1,1,1,17,39,1.0,0.0,0.0,0.0,'left',1.6348941326141357,1.6348941326141357,0.0,4.0
0,3,1,1,47,18,1.0,0.0,0.0,0.0,'left',0.768657386302948,0.768657386302948,0.0,5.0
0,1,2,1,38,22,1.0,0.0,0.0,0.0,'left',1.0175039768218994,1.0175039768218994,0.0,6.0
0,3,2,2,37,47,1.0,0.0,0.0,0.0,'right',0.5381432771682739,0.5381432771682739,0.0,7.0
0,2,1,2,41,42,1.0,0.0,0.0,0.0,'right',1.029123306274414,1.029123306274414,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_16h49.23.505
expName,Pattern_3
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,2,1,17,39,1.0,0.0,0.0,0.0,'left',0.6693336367607117,0.6693336367607117,0.0,0.0
0,3,1,1,47,18,1.0,0.0,0.0,0.0,'left',3.678199529647827,3.678199529647827,0.0,1.0
0,1,1,1,38,22,1.0,0.0,0.0,0.0,'right',2.0814449787139893,2.0814449787139893,0.0,2.0
0,3,2,2,37,47,1.0,0.0,0.0,0.0,'right',1.0821093320846558,1.0821093320846558,0.0,3.0
0,1,2,2,41,42,1.0,0.0,0.0,0.0,'left',1.5556844472885132,1.5556844472885132,0.0,4.0
0,2,1,1,52,35,1.0,0.0,0.0,0.0,'right',0.8277464509010315,0.8277464509010315,0.0,5.0
0,3,1,2,51,37,1.0,0.0,0.0,0.0,'right',3.4868340492248535,3.4868340492248535,0.0,6.0
0,2,2,1,32,47,1.0,0.0,0.0,0.0,'left',1.9122867584228516,1.9122867584228516,0.0,7.0
0,1,1,2,34,42,1.0,0.0,0.0,0.0,'right',1.8485251665115356,1.8485251665115356,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_16h49.23.505
expName,Pattern_3
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,1,2,41,42,1.0,0.0,0.0,0.0,'right',0.8285723924636841,0.8285723924636841,0.0,0.0
0,2,2,1,52,35,1.0,0.0,0.0,0.0,'left',0.6958371996879578,0.6958371996879578,0.0,1.0
0,3,1,2,51,37,1.0,0.0,0.0,0.0,'left',0.563072144985199,0.563072144985199,0.0,2.0
0,2,1,1,32,47,1.0,0.0,0.0,0.0,'right',0.8296177983283997,0.8296177983283997,0.0,3.0
0,1,2,2,34,42,1.0,0.0,0.0,0.0,'left',0.561486542224884,0.561486542224884,0.0,4.0
0,3,2,2,32,16,1.0,0.0,0.0,0.0,'right',0.8876072764396667,0.8876072764396667,0.0,5.0
0,1,1,1,35,54,1.0,0.0,0.0,0.0,'left',4.4362969398498535,4.4362969398498535,0.0,6.0
0,3,1,2,55,31,1.0,0.0,0.0,0.0,'left',0.6767088770866394,0.6767088770866394,0.0,7.0
0,2,2,1,58,34,1.0,0.0,0.0,0.0,'left',2.831007242202759,2.831007242202759,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_16h49.23.505
expName,Pattern_3
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,1,2,34,42,1.0,0.0,0.0,0.0,'right',0.7015507221221924,0.7015507221221924,0.0,0.0
0,3,2,2,32,16,1.0,0.0,0.0,0.0,'right',0.47178733348846436,0.47178733348846436,0.0,1.0
