test_condition,test_pair_pat,test_order_pat,test_conf_pat,n,TEST_IMG_RESP.corr_mean,TEST_IMG_RESP.corr_raw,TEST_IMG_RESP.corr_std,TEST_IMG_RESP.keys_raw,TEST_IMG_RESP.rt_mean,TEST_IMG_RESP.rt_raw,TEST_IMG_RESP.rt_std,order
4,3,2,2,1.0,0.0,0.0,0.0,'right',0.7050219774246216,0.7050219774246216,0.0,19.0
3,1,1,2,1.0,0.0,0.0,0.0,'right',1.5136150121688843,1.5136150121688843,0.0,20.0
1,2,1,2,1.0,0.0,0.0,0.0,'right',0.787071943283081,0.787071943283081,0.0,21.0
4,6,0,2,1.0,0.0,0.0,0.0,'right',1.8712269067764282,1.8712269067764282,0.0,22.0
2,2,2,1,1.0,0.0,0.0,0.0,'left',1.4786266088485718,1.4786266088485718,0.0,23.0
3,2,2,1,1.0,0.0,0.0,0.0,'left',0.64863520860672,0.64863520860672,0.0,24.0
4,2,1,1,1.0,0.0,0.0,0.0,'right',0.6029617786407471,0.6029617786407471,0.0,25.0
1,1,1,2,1.0,0.0,0.0,0.0,'right',1.5419769287109375,1.5419769287109375,0.0,26.0
3,4,0,2,1.0,0.0,0.0,0.0,'right',1.1877644062042236,1.1877644062042236,0.0,27.0
2,3,2,2,1.0,0.0,0.0,0.0,'right',2.4879000186920166,2.4879000186920166,0.0,28.0
4,2,2,2,1.0,0.0,0.0,0.0,'left',3.0755186080932617,3.0755186080932617,0.0,29.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿test_condition,test_pair_pat,test_order_pat,test_conf_pat,n,TEST_IMG_RESP.corr_mean,TEST_IMG_RESP.corr_raw,TEST_IMG_RESP.corr_std,TEST_IMG_RESP.keys_raw,TEST_IMG_RESP.rt_mean,TEST_IMG_RESP.rt_raw,TEST_IMG_RESP.rt_std,order
4,4,0,1,1.0,0.0,0.0,0.0,'right',3.4800710678100586,3.4800710678100586,0.0,0.0
1,3,1,2,1.0,0.0,0.0,0.0,'left',1.2226513624191284,1.2226513624191284,0.0,1.0
3,5,0,2,1.0,0.0,0.0,0.0,'left',2.0878076553344727,2.0878076553344727,0.0,2.0
2,1,2,2,1.0,0.0,0.0,0.0,'left',1.5813467502593994,1.5813467502593994,0.0,3.0
4,3,2,1,1.0,0.0,0.0,0.0,'right',1.0723036527633667,1.0723036527633667,0.0,4.0
3,1,1,1,1.0,0.0,0.0,0.0,'right',2.3280792236328125,2.3280792236328125,0.0,5.0
1,2,1,1,1.0,0.0,0.0,0.0,'right',1.9781285524368286,1.9781285524368286,0.0,6.0
4,6,0,2,1.0,0.0,0.0,0.0,'right',2.659653425216675,2.659653425216675,0.0,7.0
2,2,2,2,1.0,0.0,0.0,0.0,'left',1.1408478021621704,1.1408478021621704,0.0,8.0
3,2,2,2,1.0,0.0,0.0,0.0,'left',1.2628861665725708,1.2628861665725708,0.0,9.0
4,2,1,1,1.0,0.0,0.0,0.0,'right',0.8110580444335938,0.8110580444335938,0.0,10.0
1,1,1,2,1.0,0.0,0.0,0.0,'left',2.5504701137542725,2.5504701137542725,0.0,11.0
3,4,0,2,1.0,0.0,0.0,0.0,'left',3.881877899169922,3.881877899169922,0.0,12.0
2,3,2,2,1.0,0.0,0.0,0.0,'right',1.002165675163269,1.002165675163269,0.0,13.0
4,2,2,1,1.0,0.0,0.0,0.0,'left',1.7324408292770386,1.7324408292770386,0.0,14.0
3,3,1,2,1.0,0.0,0.0,0.0,'left',1.611843228340149,1.611843228340149,0.0,15.0
1,1,2,2,1.0,0.0,0.0,0.0,'right',2.5652472972869873,2.5652472972869873,0.0,16.0
4,5,0,2,1.0,0.0,0.0,0.0,'left',1.5656094551086426,1.5656094551086426,0.0,17.0
2,2,1,2,1.0,0.0,0.0,0.0,'right',3.3193657398223877,3.3193657398223877,0.0,18.0
3,1,2,1,1.0,0.0,0.0,0.0,'left',4.376540184020996,4.376540184020996,0.0,19.0
4,3,1,1,1.0,0.0,0.0,0.0,'left',1.2130218744277954,1.2130218744277954,0.0,20.0
1,2,2,1,1.0,0.0,0.0,0.0,'left',0.8526105284690857,0.8526105284690857,0.0,21.0
3,6,0,2,1.0,0.0,0.0,0.0,'right',1.2955479621887207,1.2955479621887207,0.0,22.0
2,3,1,2,1.0,0.0,0.0,0.0,'left',0.9921884536743164,0.9921884536743164,0.0,23.0
4,1,2,2,1.0,0.0,0.0,0.0,'left',2.990819215774536,2.990819215774536,0.0,24.0
3,2,1,2,1.0,0.0,0.0,0.0,'right',2.0593996047973633,2.0593996047973633,0.0,25.0
1,3,2,1,1.0,0.0,0.0,0.0,'right',2.5197596549987793,2.5197596549987793,0.0,26.0
4,1,1,1,1.0,0.0,0.0,0.0,'right',3.5316953659057617,3.5316953659057617,0.0,27.0
2,1,1,1,1.0,0.0,0.0,0.0,'right',0.9683265089988708,0.9683265089988708,0.0,28.0
3,3,2,2,1.0,0.0,0.0,0.0,'right',1.2361305952072144,1.2361305952072144,0.0,29.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿test_condition,test_pair_pat,test_order_pat,test_conf_pat,n,TEST_IMG_RESP.corr_mean,TEST_IMG_RESP.corr_raw,TEST_IMG_RESP.corr_std,TEST_IMG_RESP.keys_raw,TEST_IMG_RESP.rt_mean,TEST_IMG_RESP.rt_raw,TEST_IMG_RESP.rt_std,order
3,3,2,1,1.0,0.0,0.0,0.0,'right',2.080737590789795,2.080737590789795,0.0,0.0
1,1,1,1,1.0,0.0,0.0,0.0,'right',2.125591278076172,2.125591278076172,0.0,1.0
4,5,0,1,1.0,0.0,0.0,0.0,'left',2.4704742431640625,2.4704742431640625,0.0,2.0
2,2,2,2,1.0,0.0,0.0,0.0,'left',1.1055593490600586,1.1055593490600586,0.0,3.0
3,1,1,2,1.0,0.0,0.0,0.0,'right',2.183290481567383,2.183290481567383,0.0,4.0
4,3,2,2,1.0,0.0,0.0,0.0,'right',1.1393542289733887,1.1393542289733887,0.0,5.0
1,2,1,1,1.0,0.0,0.0,0.0,'right',0.798015296459198,0.798015296459198,0.0,6.0
3,6,0,2,1.0,0.0,0.0,0.0,'right',3.3972349166870117,3.3972349166870117,0.0,7.0
2,3,2,2,1.0,0.0,0.0,0.0,'right',2.59032940864563,2.59032940864563,0.0,8.0
4,1,1,2,1.0,0.0,0.0,0.0,'right',2.6527254581451416,2.6527254581451416,0.0,9.0
3,2,2,1,1.0,0.0,0.0,0.0,'left',3.844046115875244,3.844046115875244,0.0,10.0
1,3,1,2,1.0,0.0,0.0,0.0,'left',3.3482961654663086,3.3482961654663086,0.0,11.0
4,1,2,2,1.0,0.0,0.0,0.0,'left',1.9182980060577393,1.9182980060577393,0.0,12.0
2,1,2,2,1.0,0.0,0.0,0.0,'left',1.6269489526748657,1.6269489526748657,0.0,13.0
3,3,1,2,1.0,0.0,0.0,0.0,'left',0.7991712093353271,0.7991712093353271,0.0,14.0
4,4,0,1,1.0,0.0,0.0,0.0,'right',2.7544264793395996,2.7544264793395996,0.0,15.0
1,3,2,1,1.0,0.0,0.0,0.0,'right',2.63254451751709,2.63254451751709,0.0,16.0
3,5,0,1,1.0,0.0,0.0,0.0,'right',4.729640960693359,4.729640960693359,0.0,17.0
2,1,1,2,1.0,0.0,0.0,0.0,'right',1.739870309829712,1.739870309829712,0.0,18.0
4,3,1,2,1.0,0.0,0.0,0.0,'left',4.120476722717285,4.120476722717285,0.0,19.0
3,1,2,2,1.0,0.0,0.0,0.0,'left',2.4610419273376465,2.4610419273376465,0.0,20.0
1,2,2,2,1.0,0.0,0.0,0.0,'left',2.620790481567383,2.620790481567383,0.0,21.0
4,6,0,1,1.0,0.0,0.0,0.0,'right',4.19600772857666,4.19600772857666,0.0,22.0
2,2,1,1,1.0,0.0,0.0,0.0,'right',1.2887578010559082,1.2887578010559082,0.0,23.0
3,2,1,1,1.0,0.0,0.0,0.0,'right',1.3990737199783325,1.3990737199783325,0.0,24.0
4,2,2,2,1.0,0.0,0.0,0.0,'left',1.045150637626648,1.045150637626648,0.0,25.0
1,1,2,2,1.0,0.0,0.0,0.0,'left',2.720694065093994,2.720694065093994,0.0,26.0
3,4,0,1,1.0,0.0,0.0,0.0,'right',3.5674359798431396,3.5674359798431396,0.0,27.0
2,3,1,2,1.0,0.0,0.0,0.0,'left',2.205883026123047,2.205883026123047,0.0,28.0
4,2,1,1,1.0,0.0,0.0,0.0,'right',0.7757874131202698,0.7757874131202698,0.0,29.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿test_condition,test_pair_pat,test_order_pat,test_conf_pat,n,TEST_IMG_RESP.corr_mean,TEST_IMG_RESP.corr_raw,TEST_IMG_RESP.corr_std,TEST_IMG_RESP.keys_raw,TEST_IMG_RESP.rt_mean,TEST_IMG_RESP.rt_raw,TEST_IMG_RESP.rt_std,order
4,4,0,2,1.0,0.0,0.0,0.0,'left',2.1755528450012207,2.1755528450012207,0.0,0.0
1,3,2,2,1.0,0.0,0.0,0.0,'right',0.7516159415245056,0.7516159415245056,0.0,1.0
3,5,0,1,1.0,0.0,0.0,0.0,'right',2.812972068786621,2.812972068786621,0.0,2.0
2,1,1,2,1.0,0.0,0.0,0.0,'right',1.359980583190918,1.359980583190918,0.0,3.0
4,3,1,2,1.0,0.0,0.0,0.0,'left',0.6792632341384888,0.6792632341384888,0.0,4.0
3,1,2,2,1.0,0.0,0.0,0.0,'left',1.5185359716415405,1.5185359716415405,0.0,5.0
1,2,2,1,1.0,0.0,0.0,0.0,'left',0.6255250573158264,0.6255250573158264,0.0,6.0
4,6,0,2,1.0,0.0,0.0,0.0,'right',0.5432260036468506,0.5432260036468506,0.0,7.0
2,2,1,2,1.0,0.0,0.0,0.0,'right',0.6188109517097473,0.6188109517097473,0.0,8.0
3,2,1,2,1.0,0.0,0.0,0.0,'right',0.6846604943275452,0.6846604943275452,0.0,9.0
4,2,2,2,1.0,0.0,0.0,0.0,'left',0.7699075937271118,0.7699075937271118,0.0,10.0
1,1,2,1,1.0,0.0,0.0,0.0,'left',1.23515784740448,1.23515784740448,0.0,11.0
3,4,0,1,1.0,0.0,0.0,0.0,'right',1.093803882598877,1.093803882598877,0.0,12.0
2,3,1,1,1.0,0.0,0.0,0.0,'left',0.8862178921699524,0.8862178921699524,0.0,13.0
4,2,1,2,1.0,0.0,0.0,0.0,'right',0.9483392238616943,0.9483392238616943,0.0,14.0
3,3,2,2,1.0,0.0,0.0,0.0,'right',0.9644476175308228,0.9644476175308228,0.0,15.0
1,1,1,2,1.0,0.0,0.0,0.0,'right',1.4302181005477905,1.4302181005477905,0.0,16.0
4,5,0,2,1.0,0.0,0.0,0.0,'left',1.3175166845321655,1.3175166845321655,0.0,17.0
2,2,2,1,1.0,0.0,0.0,0.0,'left',0.7839502692222595,0.7839502692222595,0.0,18.0
3,1,1,1,1.0,0.0,0.0,0.0,'right',3.8616721630096436,3.8616721630096436,0.0,19.0
4,3,2,1,1.0,0.0,0.0,0.0,'right',0.5887532234191895,0.5887532234191895,0.0,20.0
1,2,1,2,1.0,0.0,0.0,0.0,'right',0.6149387359619141,0.6149387359619141,0.0,21.0
3,6,0,2,1.0,0.0,0.0,0.0,'right',1.0698729753494263,1.0698729753494263,0.0,22.0
2,3,2,1,1.0,0.0,0.0,0.0,'right',0.7738924622535706,0.7738924622535706,0.0,23.0
4,1,1,2,1.0,0.0,0.0,0.0,'left',1.2713161706924438,1.2713161706924438,0.0,24.0
3,2,2,1,1.0,0.0,0.0,0.0,'left',0.7773619294166565,0.7773619294166565,0.0,25.0
1,3,1,2,1.0,0.0,0.0,0.0,'left',0.8538102507591248,0.8538102507591248,0.0,26.0
4,1,2,2,1.0,0.0,0.0,0.0,'left',1.251081943511963,1.251081943511963,0.0,27.0
2,1,2,2,1.0,0.0,0.0,0.0,'left',4.028793811798096,4.028793811798096,0.0,28.0
3,3,1,1,1.0,0.0,0.0,0.0,'left',0.6983503699302673,0.6983503699302673,0.0,29.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
