slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,1,1,41,53,1.0,0.0,0.0,0.0,'right',1.646456241607666,1.646456241607666,0.0,0.0
0,3,2,2,14,54,1.0,0.0,0.0,0.0,'right',1.139776587486267,1.139776587486267,0.0,1.0
0,1,2,2,33,37,1.0,0.0,0.0,0.0,'right',1.5128581523895264,1.5128581523895264,0.0,2.0
0,3,1,1,47,33,1.0,0.0,0.0,0.0,'left',1.0616087913513184,1.0616087913513184,0.0,3.0
0,1,1,2,24,34,1.0,0.0,0.0,0.0,'right',1.8468091487884521,1.8468091487884521,0.0,4.0
0,2,2,1,61,40,1.0,0.0,0.0,0.0,'left',0.7301780581474304,0.7301780581474304,0.0,5.0
0,3,2,2,37,49,1.0,0.0,0.0,0.0,'right',0.5745208263397217,0.5745208263397217,0.0,6.0
0,2,1,2,48,59,1.0,0.0,0.0,0.0,'right',0.7478947639465332,0.7478947639465332,0.0,7.0
0,1,2,2,39,28,1.0,0.0,0.0,0.0,'right',1.0742921829223633,1.0742921829223633,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_17h13.44.965
expName,Pattern_4
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,2,2,24,34,1.0,0.0,0.0,0.0,'left',1.90226411819458,1.90226411819458,0.0,0.0
0,2,1,1,61,40,1.0,0.0,0.0,0.0,'right',0.792072594165802,0.792072594165802,0.0,1.0
0,3,2,2,37,49,1.0,0.0,0.0,0.0,'right',0.67220139503479,0.67220139503479,0.0,2.0
0,2,2,2,48,59,1.0,0.0,0.0,0.0,'left',1.0475845336914062,1.0475845336914062,0.0,3.0
0,1,1,2,39,28,1.0,0.0,0.0,0.0,'right',1.081335186958313,1.081335186958313,0.0,4.0
0,3,1,2,41,41,1.0,0.0,0.0,0.0,'left',0.7717641592025757,0.7717641592025757,0.0,5.0
0,1,2,1,32,57,1.0,0.0,0.0,0.0,'right',0.5824437737464905,0.5824437737464905,0.0,6.0
0,3,2,1,44,39,1.0,0.0,0.0,0.0,'right',0.6978646516799927,0.6978646516799927,0.0,7.0
0,2,1,2,52,29,1.0,0.0,0.0,0.0,'right',0.6677815318107605,0.6677815318107605,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_17h13.44.965
expName,Pattern_4
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,2,2,39,28,1.0,0.0,0.0,0.0,'left',1.068202257156372,1.068202257156372,0.0,0.0
0,3,1,2,41,41,1.0,0.0,0.0,0.0,'left',0.5630342364311218,0.5630342364311218,0.0,1.0
0,1,1,1,32,57,1.0,0.0,0.0,0.0,'left',0.5331207513809204,0.5331207513809204,0.0,2.0
0,3,2,1,44,39,1.0,0.0,0.0,0.0,'right',0.5004639029502869,0.5004639029502869,0.0,3.0
0,1,2,2,52,29,1.0,0.0,0.0,0.0,'left',0.9223049283027649,0.9223049283027649,0.0,4.0
0,2,1,1,22,38,1.0,0.0,0.0,0.0,'right',0.6116511225700378,0.6116511225700378,0.0,5.0
0,3,1,2,55,26,1.0,0.0,0.0,0.0,'left',0.8472592830657959,0.8472592830657959,0.0,6.0
0,2,2,2,43,34,1.0,0.0,0.0,0.0,'left',0.6516318917274475,0.6516318917274475,0.0,7.0
0,1,1,1,38,53,1.0,0.0,0.0,0.0,'left',0.7944586873054504,0.7944586873054504,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_17h13.44.965
expName,Pattern_4
psychopyVersion,2022.2.4
frameRate,None
﻿slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,1,1,2,52,29,1.0,0.0,0.0,0.0,'left',1.4504482746124268,1.4504482746124268,0.0,0.0
0,2,2,1,22,38,1.0,0.0,0.0,0.0,'left',0.6020213961601257,0.6020213961601257,0.0,1.0
0,3,1,2,55,26,1.0,0.0,0.0,0.0,'right',0.9330272078514099,0.9330272078514099,0.0,2.0
0,2,1,2,43,34,1.0,0.0,0.0,0.0,'right',0.5458524823188782,0.5458524823188782,0.0,3.0
0,1,2,1,38,53,1.0,0.0,0.0,0.0,'left',1.524367094039917,1.524367094039917,0.0,4.0
0,3,2,2,36,50,1.0,0.0,0.0,0.0,'right',0.44875332713127136,0.44875332713127136,0.0,5.0
0,1,1,2,48,50,1.0,0.0,0.0,0.0,'left',0.9884470105171204,0.9884470105171204,0.0,6.0
0,3,1,2,44,41,1.0,0.0,0.0,0.0,'left',0.601832389831543,0.601832389831543,0.0,7.0
0,2,2,2,24,41,1.0,0.0,0.0,0.0,'left',0.5683216452598572,0.5683216452598572,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_17h13.44.965
expName,Pattern_4
psychopyVersion,2022.2.4
frameRate,None
