slf_file,obs_file,test_file,slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,obs_condition,obs_pair_pat,obs_order_pat,obs_conf_pat,obs_reward_left,obs_reward_right,obs_pos_chosen,obs_conf,obs_reward,obs_img_time,obs_conf_time,test_condition,test_pair_pat,test_order_pat,test_conf_pat,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,SlfSkip.thisRepN,SlfSkip.thisTrialN,SlfSkip.thisN,SlfSkip.thisIndex,ObsSequence.thisRepN,ObsSequence.thisTrialN,ObsSequence.thisN,ObsSequence.thisIndex,TestSequence.thisRepN,TestSequence.thisTrialN,TestSequence.thisN,TestSequence.thisIndex,TestSkip.thisRepN,TestSkip.thisTrialN,TestSkip.thisN,TestSkip.thisIndex,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,SLF_IMG_FIX.started,SLF_IMG_LEFT.started,SLF_IMG_RIGHT.started,SLF_IMG_RESP.started,SLF_IMG_LEFT.stopped,SLF_IMG_RIGHT.stopped,SLF_IMG_RESP.stopped,SLF_IMG_FIX.stopped,SLF_IMG_RESP.keys,SLF_IMG_RESP.corr,SLF_IMGFB_FIX.started,SLF_IMGFB_FRAME.started,SLF_IMGFB_IMG_LEFT.started,SLF_IMGFB_IMG_RIGHT.started,SLF_IMGFB_FIX.stopped,SLF_IMGFB_FRAME.stopped,SLF_IMGFB_IMG_LEFT.stopped,SLF_IMGFB_IMG_RIGHT.stopped,SLF_REWARD_FRAME.started,SLF_REWARD_IMG_LEFT.started,SLF_REWARD_IMG_RIGHT.started,SLF_REWARD_TEXT.started,SLF_REWARD_FRAME.stopped,SLF_REWARD_IMG_LEFT.stopped,SLF_REWARD_IMG_RIGHT.stopped,SLF_REWARD_TEXT.stopped,OBS_INSTR.started,OBS_IMG_FIX.started,OBS_IMGFB_FRAME.started,OBS_IMG_LEFT.started,OBS_IMG_RIGHT.started,OBS_IMG_FIX.stopped,OBS_IMGFB_FRAME.stopped,OBS_IMG_LEFT.stopped,OBS_IMG_RIGHT.stopped,OBS_CONF_FIX.started,OBS_CONFFB_FRAME.started,OBS_CONF_LOW_BOX.started,OBS_CONF_LOW_TEXT.started,OBS_CONF_HIGH_BOX.started,OBS_CONF_HIGH_TEXT.started,OBS_CONF_FIX.stopped,OBS_CONFFB_FRAME.stopped,OBS_CONF_LOW_BOX.stopped,OBS_CONF_LOW_TEXT.stopped,OBS_CONF_HIGH_BOX.stopped,OBS_CONF_HIGH_TEXT.stopped,OBS_REWARD_FRAME.started,OBS_REWARD_IMG_LEFT.started,OBS_REWARD_IMG_RIGHT.started,OBS_REWARD_TEXT.started,OBS_REWARD_FRAME.stopped,OBS_REWARD_IMG_LEFT.stopped,OBS_REWARD_IMG_RIGHT.stopped,OBS_REWARD_TEXT.stopped,TEST_INSTR.started,TEST_INSTR.stopped,TEST_IMG_FIX.started,TEST_IMG_LEFT.started,TEST_IMG_RIGHT.started,TEST_IMG_RESP.started,TEST_IMG_LEFT.stopped,TEST_IMG_RIGHT.stopped,TEST_IMG_RESP.stopped,TEST_IMG_FIX.stopped,TEST_IMG_RESP.keys,TEST_IMG_RESP.corr,TEST_IMGFB_FIX.started,TEST_IMGFB_FRAME.started,TEST_IMGFB_IMG_LEFT.started,TEST_IMGFB_IMG_RIGHT.started,TEST_IMGFB_FIX.stopped,TEST_IMGFB_FRAME.stopped,TEST_IMGFB_IMG_LEFT.stopped,TEST_IMGFB_IMG_RIGHT.stopped,TEST_REWARD_FRAME.started,TEST_REWARD_IMG_LEFT.started,TEST_REWARD_IMG_RIGHT.started,TEST_REWARD_TEXT.started,TEST_REWARD_FRAME.stopped,TEST_REWARD_IMG_LEFT.stopped,TEST_REWARD_IMG_RIGHT.stopped,TEST_REWARD_TEXT.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.292428165965248,16.292428165965248,space,1.1692614160710946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,1,1,2,33,38,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,20.527747082989663,20.880291040986776,21.09652029100107,21.09652029100107,21.09652029100107,21.39294074999634,21.39294074999634,21.39294074999634,21.507004124985542,None,0,21.507004124985542,21.507004124985542,21.507004124985542,21.507004124985542,21.820917166012805,21.820917166012805,21.820917166012805,21.820917166012805,21.820917166012805,21.820917166012805,21.820917166012805,21.820917166012805,22.150390958006028,22.150390958006028,22.150390958006028,22.150390958006028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,2,2,1,61,41,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,22.150390958006028,22.427192499977536,22.427192499977536,22.427192499977536,22.724003624985926,22.724003624985926,22.724003624985926,22.76408812496811,None,0,22.76408812496811,22.76408812496811,22.76408812496811,22.76408812496811,23.07964379101759,23.07964379101759,23.07964379101759,23.07964379101759,23.07964379101759,23.07964379101759,23.07964379101759,23.07964379101759,23.41394866601331,23.41394866601331,23.41394866601331,23.41394866601331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,3,1,2,51,24,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,23.41394866601331,23.69084854098037,23.69084854098037,23.69084854098037,23.97712983301608,23.97712983301608,23.97712983301608,24.02666579099605,None,0,24.02666579099605,24.02666579099605,24.02666579099605,24.02666579099605,24.335333707975224,24.335333707975224,24.335333707975224,24.335333707975224,24.335333707975224,24.335333707975224,24.335333707975224,24.335333707975224,24.667228500009514,24.667228500009514,24.667228500009514,24.667228500009514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,2,1,1,32,49,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,24.667228500009514,24.94352216599509,24.94352216599509,24.94352216599509,25.240644333011005,25.240644333011005,25.240644333011005,25.278562832972966,None,0,25.278562832972966,25.278562832972966,25.278562832972966,25.278562832972966,25.59384487499483,25.59384487499483,25.59384487499483,25.59384487499483,25.59384487499483,25.59384487499483,25.59384487499483,25.59384487499483,25.92344633297762,25.92344633297762,25.92344633297762,25.92344633297762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,1,2,2,44,27,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,25.92344633297762,26.193931582965888,26.193931582965888,26.193931582965888,26.490449791017454,26.490449791017454,26.490449791017454,26.527128832996823,None,0,26.527128832996823,26.527128832996823,26.527128832996823,26.527128832996823,26.832349458010867,26.832349458010867,26.832349458010867,26.832349458010867,26.832349458010867,26.832349458010867,26.832349458010867,26.832349458010867,27.170324874983635,27.170324874983635,27.170324874983635,27.170324874983635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,3,2,2,25,63,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,27.170324874983635,27.443557249964215,27.443557249964215,27.443557249964215,27.740426291013137,27.740426291013137,27.740426291013137,27.776026832987554,None,0,27.776026832987554,27.776026832987554,27.776026832987554,27.776026832987554,28.081782915978692,28.081782915978692,28.081782915978692,28.081782915978692,28.081782915978692,28.081782915978692,28.081782915978692,28.081782915978692,28.439982999989297,28.439982999989297,28.439982999989297,28.439982999989297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,1,1,1,19,45,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,28.439982999989297,28.710933582973666,28.710933582973666,28.710933582973666,29.007255500007886,29.007255500007886,29.007255500007886,29.053918624995276,None,0,29.053918624995276,29.053918624995276,29.053918624995276,29.053918624995276,29.36815687501803,29.36815687501803,29.36815687501803,29.36815687501803,29.36815687501803,29.36815687501803,29.36815687501803,29.36815687501803,29.705326207971666,29.705326207971666,29.705326207971666,29.705326207971666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,3,1,2,47,24,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,29.705326207971666,29.976429958012886,29.976429958012886,29.976429958012886,30.273762208002154,30.273762208002154,30.273762208002154,30.310193874989636,None,0,30.310193874989636,30.310193874989636,30.310193874989636,30.310193874989636,30.611229999980424,30.611229999980424,30.611229999980424,30.611229999980424,30.611229999980424,30.611229999980424,30.611229999980424,30.611229999980424,30.952255915966816,30.952255915966816,30.952255915966816,30.952255915966816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
game1/slf11.xlsx,game1/obs11.xlsx,game1/test11.xlsx,0,2,2,1,50,45,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,30.952255915966816,31.226789999986067,31.226789999986067,31.226789999986067,31.523718415992334,31.523718415992334,31.523718415992334,31.559751124994364,None,0,31.559751124994364,31.559751124994364,31.559751124994364,31.559751124994364,31.863941749965306,31.863941749965306,31.863941749965306,31.863941749965306,31.863941749965306,31.863941749965306,31.863941749965306,31.863941749965306,32.216938374971505,32.216938374971505,32.216938374971505,32.216938374971505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testl,2023-06-27_19h11.17.272,Pattern_1,2022.2.4,None,
