BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,slf_file,obs_file,test_file,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,18.391626333002932,18.391626333002932,space,0.6052727079950273,,testT,2023-06-28_14h21.21.220,Pattern_1,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,22.065636040992104,,,,,,
