n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.6984489560127258,0.6984489560127258,0.0,0.0

extraInfo
participant,testd
date,2023-06-26_03h27.47.935
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.32782217860221863,0.32782217860221863,0.0,0.0

extraInfo
participant,testd
date,2023-06-26_03h27.47.935
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.6442070603370667,0.6442070603370667,0.0,0.0

extraInfo
participant,testd
date,2023-06-26_03h27.47.935
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.45492011308670044,0.45492011308670044,0.0,0.0

extraInfo
participant,testd
date,2023-06-26_03h27.47.935
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.2736767530441284,0.2736767530441284,0.0,0.0

extraInfo
participant,testd
date,2023-06-26_03h27.47.935
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
