slf_file,obs_file,test_file,slf_condition,slf_pair_pat,slf_order_pat,slf_reward_left,slf_reward_right,obs_condition,obs_pair_pat,obs_order_pat,obs_pos_chosen,obs_conf,obs_reward,obs_img_time,obs_conf_time,test_condition,test_pair_pat,test_order_pat,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,SlfSkip.thisRepN,SlfSkip.thisTrialN,SlfSkip.thisN,SlfSkip.thisIndex,ObsSequence.thisRepN,ObsSequence.thisTrialN,ObsSequence.thisN,ObsSequence.thisIndex,TestSequence.thisRepN,TestSequence.thisTrialN,TestSequence.thisN,TestSequence.thisIndex,TestSkip.thisRepN,TestSkip.thisTrialN,TestSkip.thisN,TestSkip.thisIndex,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,SLF_INSTR.stopped,SLF_FIX1.started,SLF_IMG_LEFT.started,SLF_IMG_RIGHT.started,SLF_IMG_RESP.started,SLF_IMG_LEFT.stopped,SLF_IMG_RIGHT.stopped,SLF_IMG_RESP.stopped,SLF_FIX1.stopped,SLF_IMG_RESP.keys,SLF_IMG_RESP.corr,SLF_FIX2.started,SLF_IMGFB_FRAME.started,SLF_IMGFB_IMG_LEFT.started,SLF_IMGFB_IMG_RIGHT.started,SLF_FIX2.stopped,SLF_IMGFB_FRAME.stopped,SLF_IMGFB_IMG_LEFT.stopped,SLF_IMGFB_IMG_RIGHT.stopped,SLF_REWARD_FRAME.started,SLF_REWARD_IMG_LEFT.started,SLF_REWARD_IMG_RIGHT.started,SLF_REWARD_TEXT.started,SLF_REWARD_FRAME.stopped,SLF_REWARD_IMG_LEFT.stopped,SLF_REWARD_IMG_RIGHT.stopped,SLF_REWARD_TEXT.stopped,OBS_INSTR.started,OBS_FIX.started,OBS_IMG_LEFT.started,OBS_IMG_RIGHT.started,OBS_IMGFB_FRAME.started,OBS_IMGFB_FRAME.stopped,OBS_IMG_LEFT.stopped,OBS_IMG_RIGHT.stopped,OBS_FIX.stopped,OBS_CONF_LOW_BOX.started,OBS_CONF_LOW_TEXT.started,OBS_CONF_HIGH_BOX.started,OBS_CONF_HIGH_TEXT.started,OBS_CONFFB_FRAME.started,OBS_CONFFB_FRAME.stopped,OBS_CONF_LOW_BOX.stopped,OBS_CONF_LOW_TEXT.stopped,OBS_CONF_HIGH_BOX.stopped,OBS_CONF_HIGH_TEXT.stopped,OBS_REWARD_FRAME.started,OBS_REWARD_IMG_LEFT.started,OBS_REWARD_IMG_RIGHT.started,OBS_REWARD_TEXT.started,OBS_REWARD_FRAME.stopped,OBS_REWARD_IMG_LEFT.stopped,OBS_REWARD_IMG_RIGHT.stopped,OBS_REWARD_TEXT.stopped,TEST_INSTR.started,TEST_FIX1.started,TEST_IMG_LEFT.started,TEST_IMG_RIGHT.started,TEST_IMG_RESP.started,TEST_IMG_LEFT.stopped,TEST_IMG_RIGHT.stopped,TEST_IMG_RESP.stopped,TEST_FIX1.stopped,TEST_IMG_RESP.keys,TEST_IMG_RESP.corr,TEST_FIX2.started,TEST_IMGFB_FRAME.started,TEST_IMGFB_IMG_LEFT.started,TEST_IMGFB_IMG_RIGHT.started,TEST_FIX2.stopped,TEST_IMGFB_FRAME.stopped,TEST_IMGFB_IMG_LEFT.stopped,TEST_IMGFB_IMG_RIGHT.stopped,TEST_REWARD_FRAME.started,TEST_REWARD_IMG_LEFT.started,TEST_REWARD_IMG_RIGHT.started,TEST_REWARD_TEXT.started,TEST_REWARD_FRAME.stopped,TEST_REWARD_IMG_LEFT.stopped,TEST_REWARD_IMG_RIGHT.stopped,TEST_REWARD_TEXT.stopped,BLOCK_REST_TEXT.started,BLOCK_REST_SKIP.started,BLOCK_REST_SKIP.keys,BLOCK_REST_SKIP.rt,APPRECIATION.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.930468875041697,13.930468875041697,space,1.9052435819758102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,1,1,30,40,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,18.868548583996017,20.88778666703729,20.88778666703729,20.95301170903258,20.95301170903258,20.95301170903258,21.049554500030354,21.049554500030354,21.049554500030354,21.1035120000015,None,0,21.1035120000015,21.1035120000015,21.1035120000015,21.1035120000015,21.218338292033877,21.218338292033877,21.218338292033877,21.218338292033877,21.218338292033877,21.218338292033877,21.218338292033877,21.218338292033877,21.329685917007737,21.329685917007737,21.329685917007737,21.329685917007737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,2,2,50,40,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,21.329685917007737,21.416165542032104,21.416165542032104,21.416165542032104,21.501840834040195,21.501840834040195,21.501840834040195,21.52865833399119,None,0,21.52865833399119,21.52865833399119,21.52865833399119,21.52865833399119,21.629017625004053,21.629017625004053,21.629017625004053,21.629017625004053,21.629017625004053,21.629017625004053,21.629017625004053,21.629017625004053,21.74361454200698,21.74361454200698,21.74361454200698,21.74361454200698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,3,1,50,30,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,21.74361454200698,21.818768249999266,21.818768249999266,21.818768249999266,21.91616583400173,21.91616583400173,21.91616583400173,21.94512233400019,None,0,21.94512233400019,21.94512233400019,21.94512233400019,21.94512233400019,22.04539958399255,22.04539958399255,22.04539958399255,22.04539958399255,22.04539958399255,22.04539958399255,22.04539958399255,22.04539958399255,22.160478625039104,22.160478625039104,22.160478625039104,22.160478625039104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,2,1,40,50,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,22.160478625039104,22.23571370902937,22.23571370902937,22.23571370902937,22.332861334027257,22.332861334027257,22.332861334027257,22.362098791985773,None,0,22.362098791985773,22.362098791985773,22.362098791985773,22.362098791985773,22.462161125033163,22.462161125033163,22.462161125033163,22.462161125033163,22.462161125033163,22.462161125033163,22.462161125033163,22.462161125033163,22.578262375027407,22.578262375027407,22.578262375027407,22.578262375027407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,1,2,40,30,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,22.578262375027407,22.652100625040475,22.652100625040475,22.652100625040475,22.74971187498886,22.74971187498886,22.74971187498886,22.779485500010196,None,0,22.779485500010196,22.779485500010196,22.779485500010196,22.779485500010196,22.879559875000268,22.879559875000268,22.879559875000268,22.879559875000268,22.879559875000268,22.879559875000268,22.879559875000268,22.879559875000268,22.99542895902414,22.99542895902414,22.99542895902414,22.99542895902414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,3,2,30,50,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,22.99542895902414,23.082959791994654,23.082959791994654,23.082959791994654,23.168899292009883,23.168899292009883,23.168899292009883,23.195049834030215,None,0,23.195049834030215,23.195049834030215,23.195049834030215,23.195049834030215,23.295933249988593,23.295933249988593,23.295933249988593,23.295933249988593,23.295933249988593,23.295933249988593,23.295933249988593,23.295933249988593,23.41247070900863,23.41247070900863,23.41247070900863,23.41247070900863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,1,1,30,40,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,23.41247070900863,23.485426250030287,23.485426250030287,23.485426250030287,23.582844541990198,23.582844541990198,23.582844541990198,23.612370542017743,None,0,23.612370542017743,23.612370542017743,23.612370542017743,23.612370542017743,23.712864125031047,23.712864125031047,23.712864125031047,23.712864125031047,23.712864125031047,23.712864125031047,23.712864125031047,23.712864125031047,23.82917462498881,23.82917462498881,23.82917462498881,23.82917462498881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,3,1,50,30,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,23.82917462498881,23.91618812503293,23.91618812503293,23.91618812503293,24.002477875037584,24.002477875037584,24.002477875037584,24.02826587500749,None,0,24.02826587500749,24.02826587500749,24.02826587500749,24.02826587500749,24.128558000025805,24.128558000025805,24.128558000025805,24.128558000025805,24.128558000025805,24.128558000025805,24.128558000025805,24.128558000025805,24.246486124990042,24.246486124990042,24.246486124990042,24.246486124990042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
slf11.xlsx,obs14.xlsx,test11.xlsx,0,2,2,50,40,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,24.246486124990042,24.3329466250143,24.3329466250143,24.3329466250143,24.418831416987814,24.418831416987814,24.418831416987814,24.44499916699715,None,0,24.44499916699715,24.44499916699715,24.44499916699715,24.44499916699715,24.54547187499702,24.54547187499702,24.54547187499702,24.54547187499702,24.54547187499702,24.54547187499702,24.54547187499702,24.54547187499702,24.674847375019453,24.674847375019453,24.674847375019453,24.674847375019453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testh,2023-06-23_19h51.56.103,Pattern_1,2022.2.4,None,
