slf_file,obs_file,test_file,slf_condition,slf_pair_pat,slf_order_pat,slf_reward_left,slf_reward_right,obs_condition,obs_pair_pat,obs_order_pat,obs_pos_chosen,obs_conf,obs_reward,obs_img_time,obs_conf_time,BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,SlfSkip.thisRepN,SlfSkip.thisTrialN,SlfSkip.thisN,SlfSkip.thisIndex,ObsSequence.thisRepN,ObsSequence.thisTrialN,ObsSequence.thisN,ObsSequence.thisIndex,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,SLF_FIX1.started,SLF_IMG_LEFT.started,SLF_IMG_RIGHT.started,SLF_IMG_RESP.started,SLF_IMG_LEFT.stopped,SLF_IMG_RIGHT.stopped,SLF_IMG_RESP.stopped,SLF_FIX1.stopped,SLF_IMG_RESP.keys,SLF_IMG_RESP.corr,SLF_FIX2.started,SLF_IMGFB_FRAME.started,SLF_IMGFB_IMG_LEFT.started,SLF_IMGFB_IMG_RIGHT.started,SLF_FIX2.stopped,SLF_IMGFB_FRAME.stopped,SLF_IMGFB_IMG_LEFT.stopped,SLF_IMGFB_IMG_RIGHT.stopped,SLF_REWARD_FRAME.started,SLF_REWARD_IMG_LEFT.started,SLF_REWARD_IMG_RIGHT.started,SLF_REWARD_TEXT.started,SLF_REWARD_FRAME.stopped,SLF_REWARD_IMG_LEFT.stopped,SLF_REWARD_IMG_RIGHT.stopped,SLF_REWARD_TEXT.stopped,OBS_INSTR.started,OBS_FIX.started,OBS_IMG_LEFT.started,OBS_IMG_RIGHT.started,OBS_IMGFB_FRAME.started,OBS_IMGFB_FRAME.stopped,OBS_IMG_LEFT.stopped,OBS_IMG_RIGHT.stopped,OBS_FIX.stopped,OBS_CONF_LOW_BOX.started,OBS_CONF_LOW_TEXT.started,OBS_CONF_HIGH_BOX.started,OBS_CONF_HIGH_TEXT.started,OBS_CONFFB_FRAME.started,OBS_CONFFB_FRAME.stopped,OBS_CONF_LOW_BOX.stopped,OBS_CONF_LOW_TEXT.stopped,OBS_CONF_HIGH_BOX.stopped,OBS_CONF_HIGH_TEXT.stopped,OBS_REWARD_FRAME.started,OBS_REWARD_IMG_LEFT.started,OBS_REWARD_IMG_RIGHT.started,OBS_REWARD_TEXT.started,OBS_REWARD_FRAME.stopped,OBS_REWARD_IMG_LEFT.stopped,OBS_REWARD_IMG_RIGHT.stopped,OBS_REWARD_TEXT.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23855537502095,16.23855537502095,space,0.6265710830048192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,1,1,30,40,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,19.899859375000233,21.93013525000424,22.377986041014083,22.377986041014083,22.377986041014083,22.87437829101691,22.87437829101691,22.87437829101691,22.948014041001443,None,0,22.948014041001443,22.948014041001443,22.948014041001443,22.948014041001443,23.462097750016255,23.462097750016255,23.462097750016255,23.462097750016255,23.462097750016255,23.462097750016255,23.462097750016255,23.462097750016255,23.97209345799638,23.97209345799638,23.97209345799638,23.97209345799638,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,2,2,50,40,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,23.97209345799638,24.457649457996013,24.457649457996013,24.457649457996013,24.94421687501017,24.94421687501017,24.94421687501017,24.970466041006148,None,0,24.970466041006148,24.970466041006148,24.970466041006148,24.970466041006148,25.47067258300376,25.47067258300376,25.47067258300376,25.47067258300376,25.47067258300376,25.47067258300376,25.47067258300376,25.47067258300376,25.986345875018742,25.986345875018742,25.986345875018742,25.986345875018742,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,3,1,50,30,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,25.986345875018742,26.46201195800677,26.46201195800677,26.46201195800677,26.95770004100632,26.95770004100632,26.95770004100632,26.986958041001344,None,0,26.986958041001344,26.986958041001344,26.986958041001344,26.986958041001344,27.486907083017286,27.486907083017286,27.486907083017286,27.486907083017286,27.486907083017286,27.486907083017286,27.486907083017286,27.486907083017286,28.00363016600022,28.00363016600022,28.00363016600022,28.00363016600022,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,2,1,40,50,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,28.00363016600022,28.478003708005417,28.478003708005417,28.478003708005417,28.974321750021772,28.974321750021772,28.974321750021772,29.003817332995823,None,0,29.003817332995823,29.003817332995823,29.003817332995823,29.003817332995823,29.50395033301902,29.50395033301902,29.50395033301902,29.50395033301902,29.50395033301902,29.50395033301902,29.50395033301902,29.50395033301902,30.021860958018806,30.021860958018806,30.021860958018806,30.021860958018806,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,1,2,40,30,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,30.021860958018806,30.507659833005164,30.507659833005164,30.507659833005164,30.994768291013315,30.994768291013315,30.994768291013315,31.02093829101068,None,0,31.02093829101068,31.02093829101068,31.02093829101068,31.02093829101068,31.521375125012128,31.521375125012128,31.521375125012128,31.521375125012128,31.521375125012128,31.521375125012128,31.521375125012128,31.521375125012128,32.036154875007924,32.036154875007924,32.036154875007924,32.036154875007924,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,3,2,30,50,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,32.036154875007924,32.51118212501751,32.51118212501751,32.51118212501751,33.007618916017236,33.007618916017236,33.007618916017236,33.0368148330017,None,0,33.0368148330017,33.0368148330017,33.0368148330017,33.0368148330017,33.537173958000494,33.537173958000494,33.537173958000494,33.537173958000494,33.537173958000494,33.537173958000494,33.537173958000494,33.537173958000494,34.056568666012026,34.056568666012026,34.056568666012026,34.056568666012026,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,1,1,30,40,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,34.056568666012026,34.54095545801101,34.54095545801101,34.54095545801101,35.02927654099767,35.02927654099767,35.02927654099767,35.05463612501626,None,0,35.05463612501626,35.05463612501626,35.05463612501626,35.05463612501626,35.55461116600782,35.55461116600782,35.55461116600782,35.55461116600782,35.55461116600782,35.55461116600782,35.55461116600782,35.55461116600782,36.07148112502182,36.07148112502182,36.07148112502182,36.07148112502182,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,3,1,50,30,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,36.07148112502182,36.557646458008094,36.557646458008094,36.557646458008094,37.044504874997074,37.044504874997074,37.044504874997074,37.07187079099822,None,0,37.07187079099822,37.07187079099822,37.07187079099822,37.07187079099822,37.57015879100072,37.57015879100072,37.57015879100072,37.57015879100072,37.57015879100072,37.57015879100072,37.57015879100072,37.57015879100072,38.08819858302013,38.08819858302013,38.08819858302013,38.08819858302013,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
slf11.xlsx,obs11.xlsx,test11.xlsx,0,2,2,50,40,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,38.08819858302013,38.574185166013194,38.574185166013194,38.574185166013194,39.060749625001336,39.060749625001336,39.060749625001336,39.087072458001785,None,0,39.087072458001785,39.087072458001785,39.087072458001785,39.087072458001785,39.58701462499448,39.58701462499448,39.58701462499448,39.58701462499448,39.58701462499448,39.58701462499448,39.58701462499448,39.58701462499448,40.10903845800203,40.10903845800203,40.10903845800203,40.10903845800203,,,,,,,,,,,,,,,,,,,,,,,,,,,,testj,2023-06-23_17h30.13.102,Pattern_1,2022.2.4,None,
