slf_condition,slf_pair_pat,slf_order_pat,slf_conf_pat,slf_reward_left,slf_reward_right,n,SLF_IMG_RESP.corr_mean,SLF_IMG_RESP.corr_raw,SLF_IMG_RESP.corr_std,SLF_IMG_RESP.keys_raw,SLF_IMG_RESP.rt_mean,SLF_IMG_RESP.rt_raw,SLF_IMG_RESP.rt_std,order
0,2,2,1,17,39,1.0,0.0,0.0,0.0,'right',1.4956051111221313,1.4956051111221313,0.0,0.0
0,3,1,1,47,18,1.0,0.0,0.0,0.0,'left',2.2521016597747803,2.2521016597747803,0.0,1.0
0,1,1,1,38,22,1.0,0.0,0.0,0.0,'left',4.485328197479248,4.485328197479248,0.0,2.0
0,3,2,2,37,47,1.0,0.0,0.0,0.0,'right',2.4851908683776855,2.4851908683776855,0.0,3.0
0,1,2,2,41,42,1.0,0.0,0.0,0.0,'left',1.7534639835357666,1.7534639835357666,0.0,4.0
0,2,1,1,52,35,1.0,0.0,0.0,0.0,'left',2.433595657348633,2.433595657348633,0.0,5.0
0,3,1,2,51,37,1.0,0.0,0.0,0.0,'right',2.5720937252044678,2.5720937252044678,0.0,6.0
0,2,2,1,32,47,1.0,0.0,0.0,0.0,'right',2.3242740631103516,2.3242740631103516,0.0,7.0
0,1,1,2,34,42,1.0,0.0,0.0,0.0,'right',1.7664825916290283,1.7664825916290283,0.0,8.0

extraInfo
participant,shiga
date,2023-06-28_15h37.43.624
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
