n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',1.2283319234848022,1.2283319234848022,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.0713073015213013,1.0713073015213013,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.144277811050415,1.144277811050415,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',1.208829641342163,1.208829641342163,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.49988117814064026,0.49988117814064026,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.5309240818023682,0.5309240818023682,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.8112095594406128,0.8112095594406128,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.650649905204773,0.650649905204773,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.9604897499084473,0.9604897499084473,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,order
1.0,,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.8941104412078857,0.8941104412078857,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.8836982250213623,0.8836982250213623,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.43415558338165283,0.43415558338165283,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.863680899143219,0.863680899143219,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',1.5080976486206055,1.5080976486206055,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'right',0.9594478011131287,0.9594478011131287,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
﻿n,SLF_CONF_RESP.keys_raw,SLF_CONF_RESP.rt_mean,SLF_CONF_RESP.rt_raw,SLF_CONF_RESP.rt_std,order
1.0,'left',0.4409862458705902,0.4409862458705902,0.0,0.0

extraInfo
participant,shiga
date,2023-06-28_15h47.18.488
expName,Pattern_1
psychopyVersion,2022.2.4
frameRate,None
