BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,slf_file,obs_file,test_file,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,slf_condition,slf_pair_pat,slf_order_pat,slf_reward_left,slf_reward_right,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,SLF_FIX1.started,SLF_IMG_LEFT.started,SLF_IMG_RIGHT.started,SLF_IMG_RESP.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,15.332321916997898,15.332321916997898,space,1.3710647900006734,,,,,,testg,2023-06-23_10h03.44.286,Pattern_1,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,19.743114499986405,21.772827541979495,22.229021042003296,22.229021042003296,22.229021042003296,,,,,,
