BlockLoop.thisRepN,BlockLoop.thisTrialN,BlockLoop.thisN,BlockLoop.thisIndex,slf_file,obs_file,test_file,SlfSequence.thisRepN,SlfSequence.thisTrialN,SlfSequence.thisN,SlfSequence.thisIndex,slf_condition,slf_pair_pat,slf_order_pat,slf_reward_left,slf_reward_right,SlfSkip.thisRepN,SlfSkip.thisTrialN,SlfSkip.thisN,SlfSkip.thisIndex,STANDBY_TEXT.started,STANDBY_RESP.started,STANDBY_RESP.keys,STANDBY_RESP.rt,SLF_INSTR.started,SLF_INSTR.stopped,SLF_FIX1.started,SLF_IMG_LEFT.started,SLF_IMG_RIGHT.started,SLF_IMG_RESP.started,SLF_IMG_LEFT.stopped,SLF_IMG_RIGHT.stopped,SLF_IMG_RESP.stopped,SLF_FIX1.stopped,SLF_IMG_RESP.keys,SLF_IMG_RESP.corr,SLF_FIX2.started,SLF_IMGFB_FRAME.started,SLF_IMGFB_IMG_LEFT.started,SLF_IMGFB_IMG_RIGHT.started,SLF_FIX2.stopped,SLF_IMGFB_FRAME.stopped,SLF_IMGFB_IMG_LEFT.stopped,SLF_IMGFB_IMG_RIGHT.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,18.296676999976626,18.296676999976626,space,2.8270860000047833,,,,,,,,,,,,,,,,,,,,,testss,2023-06-23_14h34.54.898,Pattern_1,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,24.16505587499705,26.18990612498601,26.18990612498601,26.659885499975644,26.659885499975644,26.659885499975644,27.14813604200026,27.14813604200026,27.14813604200026,27.238912666973192,None,0,27.238912666973192,27.238912666973192,27.238912666973192,27.238912666973192,,,,,,,,,,
