test_condition,test_pair_pat,test_order_pat,test_conf_pat,n,TEST_IMG_RESP.corr_mean,TEST_IMG_RESP.corr_raw,TEST_IMG_RESP.corr_std,TEST_IMG_RESP.keys_raw,TEST_IMG_RESP.rt_mean,TEST_IMG_RESP.rt_raw,TEST_IMG_RESP.rt_std,order
4,1,2,1,1.0,0.0,0.0,0.0,'left',1.1799986362457275,1.1799986362457275,0.0,24.0
3,2,1,2,1.0,0.0,0.0,0.0,'right',0.6182215213775635,0.6182215213775635,0.0,25.0
1,3,2,1,1.0,0.0,0.0,0.0,'right',0.6525810360908508,0.6525810360908508,0.0,26.0
4,1,1,2,1.0,0.0,0.0,0.0,'right',2.0197336673736572,2.0197336673736572,0.0,27.0
2,1,1,1,1.0,0.0,0.0,0.0,'right',0.7688252329826355,0.7688252329826355,0.0,28.0
3,3,2,1,1.0,0.0,0.0,0.0,'right',0.6292961239814758,0.6292961239814758,0.0,29.0

extraInfo
participant,shiga
date,2023-06-28_16h49.23.505
expName,Pattern_3
psychopyVersion,2022.2.4
frameRate,None
